Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,City  Location,Investors Name,InvestmentnType,Amount
326,12-06-2015,La Renon,Global Healthcare products,Ahmedabad,Sequoia Capital,Private Equity,16000000
327,15-06-2015,Homelane,Home Furnishing Solutions,Bangalore,Sequoia Capital,Private Equity,50000000
329,15-06-2015,Shippr,Intra-City Logistics service,Bangalore,i2india Pvt Ltd,Seed Funding,500000
332,16-06-2015,CouponRaja,Online Coupon & comparison platform,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,500000
335,17-06-2015,MyDentist,Dental Clinic chain,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,8200000
337,18-06-2015,Fracktal Works,3D Printer Manufacturer,Bangalore,Neoteric Infomatique Limited,Private Equity,3000000
338,18-06-2015,Hansa Customer Equity,IT / Customer Engagement Consulting,Mumbai,ASK Pravi,Private Equity,5000000
341,19-06-2015,Housejoy,Home services marketplace,Bangalore,Matrix Partners,Private Equity,4000000
342,19-06-2015,FundsIndia.com,Financial Services Platform,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,11000000
343,20-06-2015,Cupick,Social Network for Artists,Bangalore,Group of Angel Investors from US/India,Seed Funding,120000
344,20-06-2015,Tracxn,Startup funding platform,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,10000000
345,21-06-2015,Holachef,Food Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,3100000
346,22-06-2015,elong,Data Driven recruitment recommendation,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,5000000
349,22-06-2015,Vidgyor,Video Advertisement Platform,Bangalore,AngelPrime,Seed Funding,500000
351,23-06-2015,Goodservice,Mobile Chat based concierge service,New Delhi,Sequoia Capital,Private Equity,1600000
352,23-06-2015,Treebo,Online Budget Hotel Booking Service,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,6000000
353,23-06-2015,EduKart,Online education marketplace,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,1000000
359,24-06-2015,The Porter,Logistics Tech,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,5500000
360,24-06-2015,Retention.ai,App Analytics platform,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,500000
361,25-06-2015,Fusion Microfinance,Micro Finance Platform,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,8600000
362,25-06-2015,Zinka,Freight logistics platform,Bangalore,"Accel Partners, Flipkart",Private Equity,6000000
363,26-06-2015,CreditMantri,Credit Management Services,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,2500000
364,26-06-2015,GetMyPeon,Hyperlocal Handyman Services,Mumbai,Undisclosed investors,Seed Funding,250000
365,29-06-2015,UrbanClap,Hyperlocal services marketplace,New Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,10000000
367,29-06-2015,AdWyze,Marketing / Advertising Automation platform,Bangalore,Mape Advisory,Seed Funding,1000000
368,29-06-2015,Zimmber,Hyperlocal Handyman Services,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,400000
372,30-06-2015,Flatchat,Flat rental Mobile App,Bangalore,Commonfloor,Private Equity,2500000
373,30-06-2015,MyCFO,Wealth Management Platform,Mumbai,Sameer Koticha,Private Equity,1500000
376,01-07-2015,Cloudcherry Analytics,CRM / Analytics platform,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,1000000
379,01-07-2015,NxtGen,IT infrastructure & Data Center services,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,13500000
380,02-07-2015,BankBazaar,Online Financial Services,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000
381,02-07-2015,Gozoomo,Used Car Marketplace,Bangalore,SAIF Partners,Private Equity,5000000
382,02-07-2015,Zenatix,Internet of Things platform,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000
383,03-07-2015,CultureAlley,Language Learning App,Jaipur,Tiger Global,Private Equity,6500000
385,03-07-2015,Gingercrush,Custom Merchandize platform,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000
387,04-07-2015,Stitchwood,Custom Furniture Marketplace,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000
390,06-07-2015,Paper Boat,Ethnic Beverages manufacturer,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000
392,07-07-2015,Wudstay,Budget Accommodation aggregator,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000
393,07-07-2015,Liases Foras,Real Estate Rating & Analysis,New Delhi,DMG information Asia Pacific,Private Equity,5000000
397,08-07-2015,Saavn,Music Streaming App,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000
398,08-07-2015,Flytxt,Big Data & Analytics platform,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000
399,08-07-2015,Axtria,Big Data & Analytics platform,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000
400,08-07-2015,33Coupons,Coupon Aggregator Platform,Kanpur,Not Disclosed,Seed Funding,20000
402,08-07-2015,Hopping Chef,Online Food-Tech Platform,Mumbai,Mirah Hospitality,Seed Funding,470000
403,08-07-2015,Collectabillia,Celebrity Fashion Brand,Bangalore,Accel Partners,Private Equity,7500000
404,08-07-2015,Lendingkart,Online Finance lending platform,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000
405,08-07-2015,Lybrate,Healthcare Mobile App,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000
406,08-07-2015,Zoomcar,Self-driven vehicle rental,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000
416,14-07-2015,MySmartPrice,Online comparison engine,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000
418,14-07-2015,Boxmyspace,Physical Storage warehouses,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000
419,14-07-2015,HackerRank,Tech Recruitment platform,Bangalore,HR Technology fund,Private Equity,7500000
420,14-07-2015,WickedRide,Bike Rental Platform,Bangalore,Undisclosed,Seed Funding,790000
421,14-07-2015,WoWexpress,Tech enabled logistics platform,Mumbai,Tamarind Family Private Trust,Seed Funding,500000
422,15-07-2015,Oyo Rooms,Budget Hotel Accommodation,Gurgaon,"Softbank, Sequoia Capital",Private Equity,100000000
423,15-07-2015,Mobikon,Restaurant customer engagement platform,Pune,Jungle Ventures,Private Equity,2300000
425,15-07-2015,Roadrunnr,Hyper local logistics platform,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000
426,16-07-2015,Ketto,Crowd Funding Platform,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000
427,17-07-2015,QuikWallet,F&B sector Mobile Payment platform,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000
428,17-07-2015,Omnikart,Industrial Supplies B2B ecommerce,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000
429,20-07-2015,Zo Rooms,Online budget hotel chain,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000
430,20-07-2015,Innoviti,Payment Solutions platform,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000
432,21-07-2015,Joy by nature,Organic Food ecommerce,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000
433,22-07-2015,Iqlect,Big Data & Analytics platform,Bangalore,Exfinity Venture Partners,Private Equity,2000000
434,22-07-2015,deGustibus,Fine Dining Restaurant Chain,Mumbai,India Value Fund Advisors,Private Equity,30000000
435,23-07-2015,Nestaway,Luxury Rental Homes,Bangalore,"Flipkart, Tiger Global",Private Equity,12750000
437,23-07-2015,Myonsto,Online Grocers,Ahmedabad,Jayant Bokadia,Seed Funding,320000
439,23-07-2015,MedGenome,Clinical Genomics Provider,Bangalore,Sequoia Capital,Private Equity,20000000
440,23-07-2015,HolidayIQ,Travel information portal,Bangalore,MakeMyTrip,Private Equity,15000000
441,23-07-2015,Fitternity,Fitness Marketplace,Mumbai,Exfinity Venture Partners,Private Equity,1000000
442,23-07-2015,Quikr,Online & Mobile classified listings,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000
444,24-07-2015,BroEx,Real Estate Broker network App,Gurgaon,Lightspeed India,Private Equity,1000000
446,25-07-2015,CredR,Used Bikes Marketplace,Mumbai,Fidelity Growth Partners,Private Equity,15000000
447,27-07-2015,ManageMySpa,Spa & Salon Management Software,Hyderabad,Accel Partners,Private Equity,6000000
451,28-07-2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000
452,28-07-2015,Flipkart.com,Online Marketplace,Bangalore,Steadview Capital and existing investors,Private Equity,700000000
453,28-07-2015,Opinio,Hyperlocal food & grocery store,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000
454,28-07-2015,Zoctr,Health-Tech platform,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000
455,29-07-2015,Zimmber,Hyperlocal Handyman Services,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,2000000
456,29-07-2015,trueHb,Medical Tech Instruments,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000
457,29-07-2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,50000000
458,29-07-2015,Swajal,Innovative Water Solutions,Gurgaon,Abhishek Gupta,Private Equity,1200000
459,30-07-2015,Pipa Bella,Online Jewelry Store,Mumbai,LionRock Capital,Private Equity,600000
460,30-07-2015,Pragmatix,Business intelligence & Analytics,Mumbai,SIDBI Venture Capital Ltd,Private Equity,2400000
461,30-07-2015,Droom.in,Used Vehicle Marketplace,New Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000
462,30-07-2015,MadRat Games,Educational Board Games,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,168000
463,30-07-2015,Noodle Play,Chinese food delivery,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000
466,31-07-2015,LazyLad,Hyperlocal Grocery App,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000
468,31-07-2015,Prothom,Hasbro Toy Manufacturer,Pune,Oliphabs Capital,Private Equity,2000000
469,31-07-2015,Bona Vita,Travel Tech,Gurgaon,MakeMyTrip,Private Equity,5000000
470,01-08-2015,Snapdeal,Ecommerce Marketplace,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000
471,01-08-2015,Ressy,Restaurant Discount app,Pune,Mohandas Pai & others,Seed Funding,400000
473,03-08-2015,Connect India,ECommerce Logistics provider,New Delhi,Aavishkaar,Private Equity,5000000
476,03-08-2015,Oyorooms,Budget Hotel accommodation brand,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,100000000
478,03-08-2015,Wizrocket,User Engagment & Analytics platform,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000
479,04-08-2015,Pickingo,On-Demand Delivery Logistics,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000
480,05-08-2015,Grex,fund raising platform for startups,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000
481,05-08-2015,LetsTransport,Logistics Tech Platform,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000
482,05-08-2015,Zo Rooms,Online budget hotel chain,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000
483,05-08-2015,Doormint,Hyperlocal Handyman services,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000
484,05-08-2015,NightStay,hotel booking app,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000
486,05-08-2015,Sunday Realty Solutions,Tech Platform for property brokers,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000
488,06-08-2015,Appvigil,App security\\xc2\\xa0 testing platform,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000
489,06-08-2015,practo,Doctor Appointment booking app,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000
492,06-08-2015,Ketto,Crowd funding platform,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000
493,06-08-2015,Ezetap,Mobile based PoS solution,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000
495,07-08-2015,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,Gurgaon,YouWeCan Ventures,Seed Funding,630000
496,07-08-2015,EasyRewardz,Loyalty Programs & Reward Points,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000
500,10-08-2015,MyTaxiIndia,Taxi Rental platform,Gurgaon,"Nihon Kotsu,",Private Equity,500000
501,10-08-2015,eSadar,ecommerce,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000
503,10-08-2015,MyPoolin,mobile social network,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000
504,10-08-2015,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,New Delhi,Sequoia Capital,Private Equity,16000000
505,10-08-2015,Inkmonk,Online printing marketplace,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000
506,10-08-2015,ToneTag,mobile payment software platform,Bangalore,Reliance Capital Venture,Private Equity,1000000
507,10-08-2015,Grey Orange,Automated Storage & Warehousing Solution,Gurgaon,Tiger Global Management,Private Equity,30000000
508,11-08-2015,Livspace,Home Design & D\\xc3\\xa9cor solutions,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000
509,11-08-2015,WOW! MOMO,Quick Service Restaurant Chain,Kolkata,Indian Angel Network,Seed Funding,1600000
510,11-08-2015,RainCan,Subscription based Online Grocery platform,Pune,Ajeet Khurana & Others,Seed Funding,100000
511,11-08-2015,Allygrow Technologies,engineering services company,Mumbai,Zodius Technology Fund,Private Equity,20000000
512,11-08-2015,Infogain,Business and IT consulting,New Delhi / US,ChrysCapital,Private Equity,63000000
513,12-08-2015,OneAssist,Credit Card Fraud protection solutions,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000
514,12-08-2015,BigBasket,Online & mobile Grocery store,Bangalore,Bessemer Venture Partners,Private Equity,50000000
515,12-08-2015,Sheroes,Career Community for Women,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000
516,12-08-2015,Scripbox,Mutual Fund Investing platform,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000
517,13-08-2015,etaout,Ecommerce Marketing Software Platform,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,500000
518,13-08-2015,IFMR Holdings,Financial Inclusion platform,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000
520,13-08-2015,Agrostar,Mobile Commerce for Farmers,Pune,IDG Ventures,Private Equity,4000000
521,14-08-2015,VoxWeb,Picture based Social App,Mumbai,Jitendra Gupta & others,Seed Funding,100000
522,14-08-2015,Trukky,Logistics service platform,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000
524,17-08-2015,Edu4Share,Exam Preparation Platform,New Delhi,Nalin Jain & other angel investors,Seed Funding,220000
526,17-08-2015,Sampurnearth,Waste Management Solutions,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000
530,17-08-2015,ShadowFax,on-demand delivery service,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000
532,18-08-2015,Roposo,Fashion Discovery platform,Gurgaon,Tiger Global,Private Equity,15000000
533,18-08-2015,IntelligenceNODE,Data Analytics Platform,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000
534,18-08-2015,HyperVerge,Deep Learning Cloud Algorithms,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000
537,18-08-2015,Zoojoo.be,Corporate Wellness App,Bangalore,RoundGlass Partners,Private Equity,1000000
539,19-08-2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Mumbai,Unilazer Ventures,Private Equity,2400000
541,19-08-2015,MebelKart,Online Furniture Marketplace,Bangalore,AskMe,Private Equity,20000000
542,20-08-2015,LabsAdvisor,Online Diagnostic Tests Marketplace,New Delhi,Group of Angel Investors,Seed Funding,156000
543,20-08-2015,Flatpebble,Online marketplace for Photographers,Hyderabad,Indian Angel Network,Seed Funding,600000
544,20-08-2015,Bluegape.com,Visual Blogging platform,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000
545,21-08-2015,ePoise,Job Search Platform,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000
546,24-08-2015,Jolly Food Fellow,Food Customer analytics platform,Ahmedabad,The 1947,Seed Funding,300000
547,24-08-2015,BookMeIn,Professional Service Appointment booking service,Mumbai,Ajmera Group of Companies,Seed Funding,400000
550,25-08-2015,Qyk App,On-Demand App based Professional service provider,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000
551,25-08-2015,EazyDiner,Restaurant Reservation Platform,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000
552,25-08-2015,RevX,Cross-channel CRM platform,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000
553,25-08-2015,ICustomMadeIt,Professional Custom creators Marketplace,Pune,Group of Angel Investors,Seed Funding,250000
554,26-08-2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,New Delhi,GHV Accelerator,Seed Funding,100000
555,26-08-2015,Belita,On-Demand Beauty Service,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000
557,26-08-2015,FoodTalkIndia,Online Food Community Platform,Gurgaon,Undisclosed Investor,Seed Funding,500000
562,28-08-2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,Bangalore,Rocket Internet,Private Equity,2000000
563,28-08-2015,RollMafia,QSR Restaurant Chain,Pune,Equentia Natural Resources,Seed Funding,160000
565,31-08-2015,DropKaffe,Online Coffee Delivery platform,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000
566,31-08-2015,Reverie,Language Localization Cloud platform,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000
568,01-09-2015,TOFlo,FinTech Startup Incubation platform,Mumbai,Tania Johny Palathinkal,Seed Funding,100000
570,01-09-2015,Stylecracker,Personalized Styling platform,Mumbai,Group of HNI investors,Private Equity,1000000
571,01-09-2015,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,Gurgaon,Reliance Capital,Private Equity,900000
573,02-09-2015,Zivame,Online Lingerie Marketplace,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000
574,02-09-2015,Capillary Tech,Cloud software solutions,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000
575,03-09-2015,Jobspire,Job Search Platform,Bangalore,Purvi Capital,Seed Funding,260000
577,03-09-2015,Vistaar Finance,Small Business Financing (NBFC),Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,40000000
579,04-09-2015,Clapsnslaps,Online Movie Review Platform,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000
580,04-09-2015,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,Mumbai,Ashish Jhalani,Seed Funding,100000
581,04-09-2015,RoomCentral,Cloud-based Hotel Booking Platform,Bangalore,Karanpal Singh,Seed Funding,2000000
582,07-09-2015,YouthKiAwaaz,Community Driven News/Views Platform,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000
583,07-09-2015,Prozo,Study Material Marketplace,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000
584,07-09-2015,Zomato,Restaurant Ratings & Reviews platform,Gurgaon,"Temasek, Vy Capital",Private Equity,60000000
585,07-09-2015,Sahayog Dairy,Dairy Based Product Manufacturer,Bhopal,Acumen Fund,Private Equity,1800000
586,08-09-2015,MockBank,Government Test Preparation platform,Bangalore,Blume Ventures,Seed Funding,400000
589,10-09-2015,OnlineTyari,Multilingual Test Preparation Platform,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000
590,10-09-2015,IndustryBuying,Industrial Tools Marketplace,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000
591,10-09-2015,The/Nudge Foundation,Non Profit Organization to alleviate poverty,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000
592,11-09-2015,FitMeIn,Gym & Fitness Studios Subscription platform,New Delhi,Green House Ventures,Seed Funding,100000
594,11-09-2015,Zapyle,pre-used apparel shopping mobile app,Bangalore,,Seed Funding,1000000
596,12-09-2015,CredR,Used Vehicles Marketplace,Mumbai,Eight Road Ventures,Private Equity,15000000
598,14-09-2015,CanvasFlip,Mobile App testing platform,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000
599,14-09-2015,Shadowfax,Hyperlocal Delivery Services,Gurgaon,Eight Roads Ventures,Private Equity,9000000
600,14-09-2015,UE Life Sciences,Early Cancer Detection Solutions,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000
601,14-09-2015,Ola Cabs,Cab rental Mobile app,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000
602,15-09-2015,Coverfox,Online Insurance Distribution Platform,Mumbai,Cataraman Ventures,Private Equity,2000000
603,15-09-2015,MoEngage,Mobile Marketing Automation Platform,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000
605,15-09-2015,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000
606,15-09-2015,Room on Call,Branded Budget Hotel Marketplace,Noida,Payal Syal,Seed Funding,300000
608,16-09-2015,ChaiPoint,Food Subscription platform,Bangalore,Eight Roads Ventures,Private Equity,10000000
609,16-09-2015,WedmeGood.com,Wedding Planning Platform,Gurgaon,Indian Angel Network,Seed Funding,410000
610,16-09-2015,XSTOK,B2B Mobile Auction Marketplace,Mumbai,Oliphans Capital,Seed Funding,450000
613,17-09-2015,YepMe,Private label Fashion eTailer,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000
614,17-09-2015,Bueno,Online Food ordering & delivery,Gurgaon,High Networth Individuals (No details),Seed Funding,600000
615,18-09-2015,Plabro,Real Estate Broker Platform App,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000
616,18-09-2015,CureJoy,Online Health & Wellness platform,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000
617,18-09-2015,Briston Technomach,Internet of Things platform,New Delhi,Undisclosed,Seed Funding,150000
618,18-09-2015,LabStreet,Diagnostic Labs aggregator platform,Gurgaon,Multiple investors,Seed Funding,150000
620,21-09-2015,Portea Medical,Home Medical Care Services,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000
621,21-09-2015,Neotrade Analytics,Real-Time stock data platform,Bangalore,Rainmatter,Seed Funding,235000
623,21-09-2015,LafaLafa,coupons and cashback aggregator app,Mumbai,500 Startups,Seed Funding,125000
626,22-09-2015,Bestdealfinance,Financial Services Portal,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000
629,22-09-2015,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",Bangalore,Swarnim Multiventures,Private Equity,800000
630,22-09-2015,Furdo,Online Interior Designing platform,Bangalore,Bhavdeep Reddy,Seed Funding,400000
631,22-09-2015,LogiNext,End-to-end Logistics platform,Mumbai,Paytm,Private Equity,10000000
632,22-09-2015,Korra,Private Label Apparel sales,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000
635,23-09-2015,SilverPush,Cross-device retargeting platform,Gurgaon / SFO,M&S Partners,Private Equity,1200000
636,23-09-2015,Juggernaut,Digital & Physical Publishing platform,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000
637,23-09-2015,InnerChef,Food Delivery Platform,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000
638,24-09-2015,Quintype,Data Driven Publishing platform,Bangalore,Raghav Bahl,Private Equity,3300000
639,24-09-2015,Capabiliti,Employee OnBoarding & Orientation platform,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000
640,24-09-2015,Fourth Partner Energy,Solar Power Solutions company,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000
641,24-09-2015,Licious,Online Meat Ordering platform,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000
644,28-09-2015,Ola Cabs,Cab Booking app platform,Bangalore,Didi Kuaidi,Private Equity,30000000
645,29-09-2015,Paytm,E-Commerce & M-Commerce platform,New Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000
646,29-09-2015,Inmobi,Mobile Advertising platform,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,100000000
647,29-09-2015,Peppertap,Hyperlocal Grocery Delivery,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36000000
650,29-09-2015,Zakoopi,Fashion Discovery platform,New Delhi,Uniqorn Ventures,Seed Funding,350000
652,30-09-2015,Infoworks,Big Data Management Platform,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000
653,30-09-2015,RedDoorz,Budget Accommodation Platform,Noida,Jungle Ventures,Seed Funding,1000000
655,30-09-2015,Eywa Media,Digital Signal processing platform,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000
659,01-10-2015,Muvizz,Movie-on-demand platform,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000
662,02-10-2015,Shopalyst,Product discovery & recommendation platform,Bangalore,Kalaari Capital,Private Equity,2000000
